RASSF1,RASSF2,RASSF3,RASSF4,RASSF5,RASSF6,RASSF7,RASSF8,RASSF9,RASSF10,Sample,Patient_ID
3821.68,523.472,115.164,8265.45,874.367,20.2634,433.637,849.375,1.0132,0,TCGA-GN-A26C-01,TCGA-GN-A26C
309.041,2144.57,5357.4,325.087,119.159,1.4858,142.931,943.169,0.5943,0,TCGA-GN-A26D-06,TCGA-GN-A26D
631.005,118.288,489.705,233.75,900.686,0.4037,465.886,1959.22,0,0,TCGA-GN-A4U3-06,TCGA-GN-A4U3
667.267,329.054,3529.4,291.357,172.278,0.7046,213.85,304.04,2.8184,5.2846,TCGA-GN-A4U4-06,TCGA-GN-A4U4
613.702,559.224,501.857,716.467,849.36,7.4288,352.456,470.904,5.778,18.572,TCGA-GN-A4U5-01,TCGA-GN-A4U5
532.736,703.394,469.942,251.07,73.4285,0,190.408,359.546,0,0,TCGA-GN-A4U7-06,TCGA-GN-A4U7
885.141,894.779,320.482,1106.02,708.434,2.008,250.602,455.02,2.4096,1.2048,TCGA-GN-A4U8-06,TCGA-GN-A4U8
388.906,374.673,106.75,619.868,1183.46,0.4186,174.15,364.626,54.8404,0.8373,TCGA-GN-A4U9-06,TCGA-GN-A4U9
821.032,333.333,729.86,89.2426,25.0844,0,558.128,517.125,0,3.3767,TCGA-GN-A8LK-06,TCGA-GN-A8LK
543.344,2380.03,487.616,260.836,55.7276,0.774,151.703,181.115,0,2.322,TCGA-GN-A8LL-06,TCGA-GN-A8LL
485.936,2791.28,438.647,908.276,1465.96,1.223,152.466,295.149,13.0453,6.115,TCGA-GN-A9SD-06,TCGA-GN-A9SD
762.364,497.119,337.49,1199.97,776.469,77.406,479.573,2408.19,9.6328,0.344,TCGA-HR-A2OG-06,TCGA-HR-A2OG
681.109,1153.4,799.766,2469.06,1782.59,5.4645,183.45,456.675,1.5613,4.2935,TCGA-HR-A2OH-06,TCGA-HR-A2OH
654.509,981.264,250.812,481.639,82.9378,0,594.554,656.508,0,0,TCGA-IH-A3EA-01,TCGA-IH-A3EA
661.409,419.772,236.689,121.643,79.9958,0.4123,249.884,1079.12,40.4102,7.0099,TCGA-LH-A9QB-06,TCGA-LH-A9QB
486.453,392.28,540.711,724.066,103.527,3.1183,230.753,866.572,10.914,1.2473,TCGA-OD-A75X-06,TCGA-OD-A75X
681.426,484.186,385.854,987.348999999999,774.008,0.575,773.433,73.6055,0,1.7251,TCGA-QB-A6FS-06,TCGA-QB-A6FS
837.712,1794.76,140.812,711.22,277.646,0,857.601,514.72,3.1822,7.1599,TCGA-QB-AA9O-06,TCGA-QB-AA9O
687.87,1607.99,1068.54,403.846,141.026,0,223.866,130.178,0.9862,0,TCGA-RP-A690-06,TCGA-RP-A690
964.971,399.712,774.472,1438.58,365.643,4.3186,147.793,784.549,3.8388,0,TCGA-RP-A693-06,TCGA-RP-A693
794.05,2113.07,1278.69,850.138999999999,170.101,1.0998000000000001,232.423,582.523,0.7332,2.5662,TCGA-RP-A694-06,TCGA-RP-A694
596.188,881.657,1352.02,376.566,232.398,0.428,185.747,291.888,0.428,0,TCGA-RP-A695-06,TCGA-RP-A695
418.794,532.972,1050.94,545.473,250.026,0.8334,179.602,203.355,6.2507,2.917,TCGA-RP-A6K9-06,TCGA-RP-A6K9
1159.84,701.036,592.008,365.565,323.631,0.9867,441.046,753.33,0.4933,0,TCGA-W3-A824-06,TCGA-W3-A824
1065.36,411.294,103.602,1944.42,659.849,7.5589,303.246,661.183,12.0053,7.1143,TCGA-W3-A825-06,TCGA-W3-A825
1490.79,1382.27,164.729,546.512,547.965,18.4109,228.198,823.643,109.496,13.0814,TCGA-W3-A828-06,TCGA-W3-A828
856.584,266.192,657.651,323.843,72.242,0,190.392,893.95,3.2028,0.3559,TCGA-W3-AA1O-06,TCGA-W3-AA1O
318.6,4416.05,1011.51,312.109,394.329,2.7046,208.794,1936.48,4.8683,0,TCGA-W3-AA1Q-06,TCGA-W3-AA1Q
577.889,187.645,810.041,494.926,164.501,1.7803,457.896,2156.31,0.7121,0.3561,TCGA-W3-AA1R-06,TCGA-W3-AA1R
757.314,177.419,272.693,1616.28,730.308,109.527,203.676,645.161,6.3766,0,TCGA-W3-AA1V-06,TCGA-W3-AA1V
1103.19,911.493,581.376,2817.11,1602.77,2.0973,294.044,478.188,0.8389,0.4195,TCGA-W3-AA1W-06,TCGA-W3-AA1W
734.098,1435.87,415.016,226.799,84.9844,0,308.655,381.126,14.0772,1.5641,TCGA-W3-AA21-06,TCGA-W3-AA21
643.925,274.584,845.231,472.942,118.341,0,561.381,1343.86,2.948,1.2634,TCGA-WE-A8JZ-06,TCGA-WE-A8JZ
1325.1,2081.81,1420.11,1067.75,474.222,0.4261,463.57,980.4,1.7043,0.4261,TCGA-WE-A8K1-06,TCGA-WE-A8K1
1128.21,1691.92,488.733,871.795,182.207,0,222.611,465.035,2.331,2.331,TCGA-WE-A8K5-06,TCGA-WE-A8K5
756.33,424.422,128.466,446.344,73.66,0,311.74,1214.07,0,0.4385,TCGA-WE-A8K6-06,TCGA-WE-A8K6
613.878,430.396,125.16,296.977,240.954,1.2771,147.297,618.561,41.7199,33.2056,TCGA-WE-A8ZM-06,TCGA-WE-A8ZM
1028.55,856.378,186.441,1008.03,398.751,0.8921,352.364,225.691,4.4603,2.6762,TCGA-WE-A8ZN-06,TCGA-WE-A8ZN
418.534,1177.73,1601.95,1129.07,230.356,1.6222,88.8168,1069.45,0,0.8111,TCGA-WE-A8ZO-06,TCGA-WE-A8ZO
571.303,553.257,472.711,1011,241.197,0,191.461,1117.96,25.088,22.4472,TCGA-WE-A8ZQ-06,TCGA-WE-A8ZQ
415.932,1127.6,185.027,347.305,103.13,0.3792,166.07,1805.15,75.8308,2.2749,TCGA-WE-A8ZT-06,TCGA-WE-A8ZT
617.805,602.596,231.284,835.453,553.822,1.0489,307.854,545.955,2.0978,17.8314,TCGA-WE-A8ZX-06,TCGA-WE-A8ZX
844.865,869.829,1257.85,384.094,96.6476,0.7133,251.427,1826.68,2.4964,0.3566,TCGA-WE-A8ZY-06,TCGA-WE-A8ZY
544.257,2562.7,424.658,527.397,424.131,6.8493,118.546,368.809,20.0211,20.5479,TCGA-WE-AA9Y-06,TCGA-WE-AA9Y
784.47,1043.76,417.714,441.633,298.813,1.7333,457.925,1311.73,2.4266,0,TCGA-WE-AAA0-06,TCGA-WE-AAA0
636.149,4018.97,1562.75,715.783,312.551,0,158.347,231.076,4.6031,5.0634,TCGA-WE-AAA3-06,TCGA-WE-AAA3
735.359,855.249,297.79,1931.49,1501.66,0,302.762,158.011,0,0,TCGA-WE-AAA4-06,TCGA-WE-AAA4
957.299999999999,1389.81,603.306,929.752,309.917,2.7548,267.218,126.722,1.3774,0,TCGA-XV-AB01-06,TCGA-XV-AB01
477.243,1090.59,324.231,1053.75,46.3806,0.8669,238.838,204.161,2.6008,9.5362,TCGA-YD-A89C-06,TCGA-YD-A89C
711.854,410.529,171.896,902.625,547.709,9.1004,447.942,1618.19,23.9307,1.3482,TCGA-YD-A9TA-06,TCGA-YD-A9TA
662.054,1068.65,929.75,543.374,464.609,0,134.114,479.51,28.2065,3.1932,TCGA-YD-A9TB-06,TCGA-YD-A9TB
1048.75,1022.39,1506.38,437.857,173.046,1.3519,379.214,1208.96,1.0139,0,TCGA-YG-AA3O-06,TCGA-YG-AA3O
574.321,85.7752,1265.32,646.244,43.154,0,137.453,869.473,0.5328,7.4587,TCGA-YG-AA3P-06,TCGA-YG-AA3P
629.457,2852.71,520.543,2806.95,535.659,3.1008,123.256,591.473,6.9767,0.7752,TCGA-Z2-A8RT-06,TCGA-Z2-A8RT
272.446,267.55,910.648999999999,508.996,157.247,0.288,131.615,1375.77,2.304,0,TCGA-Z2-AA3S-06,TCGA-Z2-AA3S
675.495,386.464,269.413,1454.31,838.973,0,385.81,92.856,0,8.5009,TCGA-Z2-AA3V-06,TCGA-Z2-AA3V
